Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Stema ”României” + Textele: ”GUVERNUL ROMANIEI” + ”Ministerul Administrației și Internelor”,NPT-38,18831,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:10 PM,18/Jun/24 4:13 PM,18/Jun/24 4:59 PM,18/Jun/24 4:13 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea dreaptă a header-ului este amplasată stema României, alături de textele: ”GUVERNUL ROMANIEI” și ”Ministerul Administrației și Internelor”. Textele sunt de culoarea albastru închis,",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-75,NPT-76,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49ec6fc5,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b2h:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_97372322_*|*_10000_*:*_1_*:*_639_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 4:13 PM
Drapelul ”Uniunii Europene” + Textele: ”UNIUNEA EUROPEANĂ” + ”Fondul Social European”,NPT-37,18830,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:06 PM,18/Jun/24 2:38 AM,19/Jun/24 2:53 AM,18/Jun/24 2:38 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea dreaptă a header-ului este amplasat drapelul Uniunii Europene, alături de textele: ”UNIUNEA EUROPEANĂ” și ”Fondul Social European”. Textele sunt de culoarea albastru închis.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-73,NPT-74,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20c3a472,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b29:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_48712819_*|*_10000_*:*_1_*:*_719_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:38 AM
Iconiță ”mail” + Text: ”apl@primariatechirghiol.ro”,NPT-36,18828,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:02 PM,18/Jun/24 2:08 AM,18/Jun/24 4:20 PM,18/Jun/24 2:08 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea de jos a header-ului se află iconița ”mail” și textul: ”apl@primariatechirghiol.ro”, ambele de culoare neagră.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-70,NPT-71,NPT-72,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b02a576,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b1t:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_47133713_*|*_10000_*:*_1_*:*_52639_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:08 AM
Iconiță ”telefon” + Text: ”0241-735.622”,NPT-35,18827,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 12:56 PM,18/Jun/24 2:09 AM,19/Jun/24 2:53 AM,18/Jun/24 2:09 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea de jos a header-ului se află iconița ”telefon” și textul: ”0241-735.622”, ambele de culoare neagră.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-68,NPT-69,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@605955c7,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b1l:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_47341446_*|*_10000_*:*_1_*:*_193896_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:09 AM
" Iconiță ”casă” + Text: ”Str. Dr. Victor Climescu nr.24, Techirghiol”",NPT-34,18825,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 12:52 PM,18/Jun/24 2:08 AM,19/Jun/24 2:53 AM,18/Jun/24 2:08 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea de jos a header-ului se află iconița ”casă” și textul: ”Str. Dr. Victor Climescu nr.24, Techirghiol”, ambele de culoare neagră.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-66,NPT-67,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fba981c,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b15:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_47343589_*|*_10000_*:*_1_*:*_462810_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:08 AM
Text ”Primaria Orașului TECHIRGHIOL”,NPT-33,18824,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 12:51 PM,17/Jun/24 11:34 PM,19/Jun/24 2:53 AM,17/Jun/24 10:28 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În centrul header-ului este amplasat textul ”Primaria Orașului TECHIRGHIOL”, fiind de culoarea albastru închis,",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-64,NPT-65,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5552a313,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b0x:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_34589336_*|*_10000_*:*_1_*:*_657_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 10:28 PM
Stema localității din stânga header-ului,NPT-32,18823,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 12:49 PM,17/Jun/24 11:34 PM,19/Jun/24 2:53 AM,17/Jun/24 9:58 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,În stânga header-ului este amplasată stema localității Techirghiol.,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-63,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a14a78,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b0p:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_32936206_*|*_10000_*:*_1_*:*_684_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 9:58 PM
Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),NPT-31,18809,Epic,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:11 AM,17/Jun/24 11:33 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Secțiunea ”Grădina Botanică”, prezentă pe partea stângă a paginii/leftsidebar, deasupra footer-ului site-ului web, este compusă din:

* Gradina Botanica.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,NPT-47,NPT-48,,,,,,,,,17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17753).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11460,17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17757).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11462,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4675769f,,,,,,,,,,,ghx-label-5,,,,To Do,,,,dark_teal,,,,,,,,,,0|i01axl:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17753).png|width=213,height=92,alt=""Screenshot (17753).png""!","17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17757).png|width=749,height=979,alt=""Screenshot (17757).png""!",,,In Progress,17/Jun/24 1:11 AM
RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),NPT-30,18808,Epic,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:09 AM,17/Jun/24 11:33 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Secțiunea ”RUTI conform SNA”, prezentă pe partea stângă a paginii/leftsidebar, este compusă din: 

* Rapoarte anuale.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,NPT-44,NPT-45,,,,,,,,,17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17752).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11459,17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17756).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11461,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@24df35d6,,,,,,,,,,,ghx-label-10,,,,To Do,,,,blue,,,,,,,,,,0|i01axd:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"17/Jun/24 1:50 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17752).png|width=213,height=89,alt=""Screenshot (17752).png""!","17/Jun/24 1:51 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17756).png|width=762,height=977,alt=""Screenshot (17756).png""!",,,In Progress,17/Jun/24 1:09 AM
Returnare cod de eroare-404 în: https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php,NPT-29,18804,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 7:38 PM,18/Jun/24 7:03 PM,18/Jun/24 5:37 PM,18/Jun/24 6:43 PM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"jquery.min.js:19 

{noformat}   POST <https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php> 404 (Not Found){noformat}

*Precondiții:* 

* Utilizatorul final deține un calculator personal, împreună cu un set de periferice, cu cel puțin Windows 10 Home instalat pe acesta împreună browser-ul Google Chrome
* Utilizatorul final are acces la site-uri web.
* Utilizatorul final are acces la consola site-urilor web.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pașii de reproducere:*

* Se deschide consola site-ului web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/], prin apăsarea tastei ”F12” de pe tastatura aflată pe suprafața pe care este așezată. 
* Se apasă pe butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul fiind poziționat pe link-ul albastru de pe fundalul roșu aflat în consolă.

*Rezultat așteptat:*

* Utilizatorul final este redirecționat către [https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php|https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php], și i se afișează mesajul ”Error 404 - Not found” în pagină precum în imaginea de mai jos.

*Rezultat actual:*

* Utilizatorul final este redirecționat către [https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php|https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php], și i se afișează mesajul ”Error 404 - Not found” în pagină precum în imaginea de mai jos.",Testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-27,,,NPT-28,,,,,,,,,,16/Jun/24 7:26 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17602).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11446,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@433df7cd,,,,,,,,,,,,NPT-20,Consola site-ului web,,,,,,,,,,,,,,,,0|i01awh:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_72235912_*|*_10000_*:*_3_*:*_97239762_*|*_10001_*:*_2_*:*_10083,,,18792,Consola site-ului web,Done,18/Jun/24 6:43 PM
Accesare: https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php,NPT-28,18801,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 7:07 PM,18/Jun/24 7:03 PM,18/Jun/24 6:54 PM,18/Jun/24 7:03 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Accesarea link-ului din consolă, afișat în sumar, se realizează prin apăsarea butonului stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul trebuind să fie poziționat pe link-ul albastru de pe fundalul roșu din imaginea de mai jos. 

Pe urmă, ar trebui să vi se afișeze pagina conform imaginii de mai jos. Codul de eroare ”Error 404 - Not Found” nu trebuie să lipsească. Semnifică faptul că ceea ce căutăm nu se poate găsi.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-27,NPT-29,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67252dc6,,,,,,,,,,,,NPT-20,Consola site-ului web,,,,,,,,,,,,,,,,0|i01avt:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_2_*:*_73216671_*|*_10000_*:*_2_*:*_99120528_*|*_10001_*:*_2_*:*_224802,,,18792,Consola site-ului web,Done,18/Jun/24 7:03 PM
Prezență în consolă: jquery.min.js:19 https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php,NPT-27,18800,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 6:50 PM,18/Jun/24 7:03 PM,18/Jun/24 5:37 PM,18/Jun/24 7:03 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În consola site-ului web este prezentă eroarea: 

jquery.min.js:19 

{noformat}   POST <https://www.primariatechirghiol.ro/wp-content/themes/portal/petitie_persoana_fizica.php> 404 (Not Found){noformat}",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-20,,,NPT-28,NPT-29,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6073ff6e,,,,,,,,,,,,NPT-20,Consola site-ului web,,,,,,,,,,,,,,,,0|i01avl:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_75181565_*|*_10000_*:*_2_*:*_98412073_*|*_10001_*:*_1_*:*_0,,,18792,Consola site-ului web,Done,18/Jun/24 7:03 PM
Partea de jos a/bottom-ului site-ului web,NPT-26,18799,Epic,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Highest,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:46 PM,17/Jun/24 11:33 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Partea de jos a/bottom-ul site-ului web este compusă din: 

* © 2023* [Primaria Techirghiol|https://www.primariatechirghiol.ro/];
* Iconiță verde standard de știri;
* [Stiri|https://www.primariatechirghiol.ro/feed/];
* Designed by [INDRA SISTEMAS S.A.|https://www.primariatechirghiol.ro/#];
* Powered by [INDRA SISTEMAS S.A.|https://www.primariatechirghiol.ro/#]

*anul poate diferi în funcție de partea paginii care este accesată

Este extrem de important ca utilizatorul final să poată interacționa în mod corect cu bottom-ul.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,NPT-58,NPT-59,NPT-60,NPT-61,,,,,,,16/Jun/24 6:05 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17731).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11432,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33bbb19f,,,,,,,,,,,ghx-label-10,,,,To Do,,,,blue,,,,,,,,,,0|i01avd:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"16/Jun/24 6:05 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17731).png|width=1517,height=56,alt=""Screenshot (17731).png""!",,,,In Progress,16/Jun/24 5:46 PM
Secțiunea de link-uri utile/sidebar (pe partea dreaptă),NPT-25,18798,Epic,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:33 PM,17/Jun/24 11:33 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Secțiunea este formată din următoarele butoane:

* AM PODCA;
* Președintele României;
* Guvernul României;
* Senatul României;
* Camera Deputaților;
* Uniunea Europeană;
* Infoeuropa;
* Ministerul Dezvoltării Regionale și Turismului.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,NPT-49,NPT-50,NPT-51,NPT-52,NPT-53,NPT-54,NPT-55,NPT-56,NPT-57,,16/Jun/24 5:57 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17597).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11429,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6257c9eb,,,,,,,,,,,ghx-label-9,,,,To Do,,,,orange,,,,,,,,,,0|i01av5:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"16/Jun/24 5:57 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17597).png|width=122,height=233,alt=""Screenshot (17597).png""!",,,,In Progress,16/Jun/24 5:33 PM
Videoclipul integrat în site-ul web de sub cb_menu,NPT-24,18796,Epic,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,16/Jun/24 5:18 PM,17/Jun/24 11:33 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,Videoclipul trebuie să poată fi rulat direct din site-ul web. Are destulă importanță ca utilizatorul final să poată viziona videoclipul fără inconveniente,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,,,,NPT-41,NPT-42,NPT-43,,,,,,,,16/Jun/24 5:22 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17692).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11419,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6744561f,,,,,,,,,,,ghx-label-13,,,,To Do,,,,dark_green,,,,,,,,,,0|i01aup:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"16/Jun/24 5:22 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;[https://youtu.be/6LEQoSuVXZ4|https://youtu.be/6LEQoSuVXZ4|smart-link] 

!Screenshot (17692).png|width=1148,height=549,alt=""Screenshot (17692).png""!",,,,In Progress,16/Jun/24 5:18 PM
